"State","Year","","AC_no","AC_name","AC_type","Electors","Voters","Margin","N_cand","Position","Sex1","Party1","Votes1","Cand1","RELIGION","Turnout","Margin_percent" 
"Bihar","1962","695",159,"BHAGALPUR","GEN",64035,35416,9030,5,1,"M","INC",17190,"SATYENDRA NARAYAN AGARWAL","H",0.553072538455532,0.254969505308335  
"Bihar","1962","700",160,"GOPALPUR","GEN",70742,38142,8167,3,1,"F","INC",20831,"MAYA DEVI","H",0.539170506912442,0.214120916574904  
"Bihar","1962","703",161,"BIHPUR","GEN",76661,41829,4859,4,1,"M","INC",16511,"SUKHADEO CHOUDHARY","H",0.545635981789958,0.116163427287289  
"Bihar","1962","707",162,"SULTANGANJ","GEN",80305,46554,13398,6,1,"M","INC",23397,"DEVI PRASAD MAHTO","H",0.579714837183239,0.287794818919964  
"Bihar","1962","713",163,"AMARPUR","GEN",58836,25003,6620,4,1,"M","INC",12823,"SHITAL PRASAD BHAGAT","H",0.424960908287443,0.264768227812662  
"Bihar","1962","717",164,"DHURAIYA","GEN",70352,32969,2107,5,1,"M","INC",10218,"SAMINUDDIN MAULVI","M",0.468629178985672,0.0639085201249659  
"Bihar","1962","722",165,"BANKA","GEN",67399,28827,1956,3,1,"M","SWA",13448,"BRIJ MOHAN SINGH","H",0.427706642531788,0.0678530544281403  
"Bihar","1962","725",166,"BELHAR","GEN",92107,40392,13699,4,1,"M","INC",21025,"RAGHVENDRA NARAIN SINGH","H",0.438533444797898,0.339151317092494  
"Bihar","1962","729",167,"KATORIA","ST",50153,15597,389,3,1,"M","SWA",6386,"KAMPA MURMU","H",0.310988375570753,0.0249406937231519  
"Bihar","1962","732",168,"CHAKAI","ST",47335,14768,2404,4,1,"M","SOC",6944,"LAKHAN MURMU","H",0.311989014471321,0.162784398699892  
"Bihar","1962","736",169,"JHAJHA","GEN",59971,29407,4784,4,1,"M","SOC",15676,"SHRI KRISHNA SINGH","H",0.490353670940955,0.162682354541436  
"Bihar","1962","740",170,"JAMUI","SC",58590,26212,4342,4,1,"M","INC",12056,"GURU RAMDAS","H",0.447380098993002,0.165649320921715  
"Bihar","1962","744",171,"SIKANDRA","GEN",72337,33593,4695,3,1,"M","INC",14453,"MUSHTAQUE AHMED SHAH","M",0.464395814037076,0.139761259786265  
"Bihar","1962","747",172,"SHEIKHPURA","GEN",64605,33217,6369,5,1,"M","INC",16513,"SHIVSHANKAR SINGH","H",0.514155251141552,0.191739169702261  
"Bihar","1962","752",173,"BARBIGHA","SC",78581,34735,13162,5,1,"F","INC",21368,"LEELA DEVI","H",0.442027971138061,0.378926155174896  
"Bihar","1962","757",174,"BURHEE","GEN",64080,41257,4596,4,1,"M","PSP",18407,"KAPILDEO SINGH","H",0.643835830212235,0.11139927769833  
"Bihar","1962","761",175,"SURYAGARHA","GEN",67110,40795,6217,4,1,"M","INC",15307,"RAJESHWARI PRASAD SINGH","H",0.607882580837431,0.152396126976345  
"Bihar","1962","765",176,"TARAPUR","GEN",63237,36612,8607,4,1,"M","INC",20201,"JAYAMANGAL SINGH","H",0.578964846529722,0.235086856768273  
"Bihar","1962","769",177,"KHARAGPUR","GEN",64274,38625,7170,3,1,"M","INC",20862,"NANDKUMAR SINGH","H",0.600942838472788,0.185631067961165  
"Bihar","1962","772",178,"MONGHYR","GEN",72893,41178,3966,4,1,"M","INC",19538,"RAM GOVIND SINGH VERMA","H",0.56491021085701,0.0963135654961387  
"Bihar","1962","776",179,"JAMALPUR","GEN",55857,34717,3389,5,1,"M","INC",12018,"YOGENDRA MAHTO","H",0.621533558909358,0.097617881729412  
"Bihar","1962","781",180,"PARBATTA","GEN",77126,44568,4735,3,1,"F","INC",21809,"LAKSHMI DEVI","H",0.577859606358426,0.106242146831808  
"Bihar","1962","784",181,"CHAUTHAM","GEN",69168,38116,5551,3,1,"M","INC",18689,"GHANSHYAM SINGH","H",0.551064075873236,0.145634379263301  
"Bihar","1962","787",182,"BAKHTIARPUR_1","GEN",74141,40226,7495,3,1,"M","INC",20329,"MOHAMMAD SALAUDDIN CHAUDHRY","M",0.542560796320524,0.186322279122955  
"Bihar","1962","790",183,"ALAULI","SC",74436,27493,14443,4,1,"M","INC",18752,"MISHRI SADA","H",0.369350851738406,0.525333721310879  
"Bihar","1962","794",184,"KHAGARIA","GEN",80818,46603,5975,5,1,"M","INC",15992,"KEDAR NARAYAN SINGH AZAD","H",0.576641342275236,0.128210630216939  
"Bihar","1962","799",185,"BALIA","GEN",68253,36069,13243,9,1,"F","INC",17438,"PREMA DEVI","H",0.528460287459892,0.367157392774959  
"Bihar","1962","808",186,"BEGUSARAI","GEN",75098,42370,14186,5,1,"M","INC",24433,"RAM NARAIN CHOUDHARY","H",0.56419611707369,0.334812367240972  
"Bihar","1962","813",187,"BAKHRI","SC",58930,30035,3569,3,1,"M","INC",15414,"MEDANI PASWAN","H",0.509672492788054,0.118828033960380  
"Bihar","1962","816",188,"BARIARPUR","GEN",65382,35520,9784,4,1,"M","INC",19105,"HARIHAR MAHTO","H",0.543268789575112,0.275450450450450  
"Bihar","1962","820",189,"TEGHRA","GEN",64083,35382,3992,5,1,"M","CPI",16773,"CHANDRASHEKHAR SINGH","H",0.552127709376902,0.112825730597479  
"Bihar","1962","825",190,"BACHHWARA","GEN",72994,37499,8849,5,1,"F","INC",16638,"GIRISH KUMARI SINGH","H",0.513727155656629,0.235979626123363  
"Bihar","1962","830",191,"BARH","GEN",61445,35428,2185,5,1,"M","INC",15865,"RANA SHIVALAKHPATI SINGH","H",0.576580681910652,0.0616743818448685  
"Bihar","1962","835",192,"MOKAMA","GEN",63477,35680,999,5,1,"M","IND",16404,"SARYOO NANDAN PRASAD SINGH","H",0.562093356648865,0.0279988789237668  
"Bihar","1962","840",193,"ASTHAWAN","GEN",70227,42901,3409,3,1,"M","PSP",21749,"KAUSHLENDRA PD. NARAYAN SINGH","H",0.610890398279864,0.0794620172023962  
"Bihar","1962","843",194,"BIHAR NORTH","GEN",79574,42055,5361,6,1,"M","INC",19324,"SYED WASIUDDIN AHMED","M",0.528501771935557,0.127475924384734  
"Bihar","1962","849",195,"BIHAR SOUTH","GEN",70541,33093,1967,9,1,"M","INC",12337,"GIRWARDHARI SINGH","H",0.46913142711331,0.0594385519596289  
"Bihar","1962","858",196,"RAJGIR","SC",74137,33557,7272,3,1,"M","INC",18091,"BALDEO PRASAD","H",0.452634986578901,0.216705903388265  
"Bihar","1962","861",197,"ISLAMPUR","GEN",86805,39986,5898,5,1,"M","SWA",19391,"SHYAM SUNDAR PRASAD","H",0.460641668106676,0.147501625568949  
"Bihar","1962","866",198,"CHANDI","GEN",67688,34566,1749,10,1,"M","PSP",10890,"RAM RAJ PRASAD SINGH","H",0.510666587873774,0.0505988543655615  
"Bihar","1962","876",199,"HILSA","GEN",74963,44848,7783,7,1,"M","JS",23526,"JAGDISH PRASAD","H",0.598268479116364,0.173541740991795  
"Bihar","1962","883",200,"BAKHTIARPUR_2","GEN",67052,37421,1328,8,1,"M","INC",15846,"RAMYATAN SINGH","H",0.558089244168705,0.0354880949199647  
"Bihar","1962","891",201,"FATWAH","SC",66075,30036,1267,5,1,"M","INC",13704,"KAULESHWAR DAS","H",0.454574347332577,0.0421827140764416  
"Bihar","1962","896",202,"MASAURHI","SC",59044,22863,7729,3,1,"F","INC",14140,"SARASWATI CHAUDHARY","H",0.387219700562293,0.338057122862267  
"Bihar","1962","899",203,"PUNPUN","GEN",60069,30227,8633,6,1,"M","INC",17390,"NAWAL KISHORE SINGH","H",0.503204647988147,0.285605584411288  
"Bihar","1962","905",204,"NAUBATPUR","GEN",70436,43196,301,6,1,"M","INC",16723,"DASU SINGH","H",0.613265943551593,0.00696823779979628  
"Bihar","1962","911",205,"PATNA SOUTH","GEN",76228,44733,1969,6,1,"M","INC",17009,"BADRINATH VERMA","H",0.586831610431862,0.0440167214360763  
"Bihar","1962","917",206,"PATNA EAST","GEN",73960,40876,3381,7,1,"F","INC",13739,"ZAHRA AHMAD","M",0.552677122769064,0.0827135727566298  
"Bihar","1962","924",207,"PATNA WEST","GEN",64540,38893,22288,5,1,"M","INC",27925,"KRISHNA BALLABH SAHAY","H",0.602618531143477,0.573059419432803  
"Bihar","1962","929",208,"DINAPUR","GEN",57740,34756,5741,4,1,"M","SOC",18228,"RAM SEWAK SINGH","H",0.601939729823346,0.165180112786282  
"Bihar","1962","933",209,"MANER","GEN",57552,30499,4576,10,1,"M","INC",9687,"BUDHADEO SINGH","H",0.529938142896858,0.1500377061543  
"Bihar","1962","943",210,"BIKRAM","GEN",82749,45058,10009,8,1,"F","INC",18238,"MANORAMA DEVI","H",0.544514133101306,0.222135913711217  
"Bihar","1962","951",211,"PALIGANJ","GEN",75175,51009,7417,4,1,"M","INC",27494,"RAM LAKHAN SINGH YADAV","H",0.678536747588959,0.145405712717364  
"Bihar","1962","955",212,"SANDESH","GEN",59368,32779,9757,4,1,"M","INC",17581,"JHAMAN PRASAD","H",0.552132461932354,0.297660087250984  
"Bihar","1962","959",213,"ARRAH","GEN",70726,33593,5064,8,1,"F","INC",15823,"SUMITRA DEVI","H",0.474973842716964,0.150745691066591  
"Bihar","1962","967",214,"ARRAH MUFFASIL","GEN",66746,32242,8080,5,1,"M","INC",15836,"AMBIKA SINGH","H",0.483055164354418,0.250604801190993  
"Bihar","1962","972",215,"SHAHPUR","GEN",80315,42385,7646,5,1,"M","PSP",21974,"RAMA NAND TIWARI","H",0.527734545228164,0.180394007313908  
"Bihar","1962","977",216,"BARHAMPUR","GEN",94119,38494,505,6,1,"M","IND",8031,"BUDDHINATH SINGH","H",0.408992870727483,0.0131189276250844  
"Bihar","1962","983",217,"DUMRAON","GEN",81899,39271,2523,5,1,"M","INC",12466,"KUMAR GANGA PRASAD SINGH","H",0.479505244264277,0.0642458811845891  
"Bihar","1962","988",218,"NAWANAGAR","GEN",69127,36827,1856,4,1,"M","CPI",14196,"SURAJ PRASAD","H",0.532744079737295,0.0503978059575855  
"Bihar","1962","992",219,"BUXAR","GEN",62252,35944,11227,3,1,"M","INC",21408,"JAG NARAIN TRIVEDI","H",0.577395103771766,0.312346984197641  
"Bihar","1962","995",220,"RAMGARH_1","GEN",65756,41187,5177,5,1,"M","INC",16374,"BISHWANATH RAI","H",0.626361092523876,0.125695000849783  
"Bihar","1962","1000",221,"MOHANIA","GEN",71770,48206,2582,5,1,"M","INC",17716,"MANGAL CHARAN SINGH","H",0.671673401142539,0.0535617972866448  
"Bihar","1962","1005",222,"CHAINPUR","SC",59909,37738,1184,5,1,"M","INC",15593,"RAM KRISHNA RAM","H",0.629922048440134,0.0313742116699348  
"Bihar","1962","1010",223,"BHABHUA","GEN",66522,43582,4001,6,1,"M","INC",19902,"SHYAM NARAYAN PANDEY","H",0.655151679143742,0.0918039557615529  
"Bihar","1962","1016",224,"CHENARI","SC",72221,48068,5684,8,1,"M","INC",19568,"SHRIGOVIND RAM","H",0.665568186538541,0.118249147041691  
"Bihar","1962","1024",225,"SASARAM","GEN",83541,47136,5280,8,1,"M","INC",17264,"DUKHAN RAM","H",0.564225948935253,0.112016293279022  
"Bihar","1962","1032",226,"DEHRI","GEN",77284,49477,19379,5,1,"M","INC",31224,"ABDUL QAYUM ANSARI","M",0.640197194762176,0.391676940800776  
"Bihar","1962","1037",227,"NOKHA","GEN",62790,37136,10926,10,1,"M","INC",17986,"GUTHALI SINGH","H",0.591431756649148,0.294215855234813  
"Bihar","1962","1047",228,"DINARA","GEN",78263,48367,7760,4,1,"M","PSP",25692,"RAM ASHISH SINGH","H",0.618005954282356,0.160439969400624  
"Bihar","1962","1051",229,"BIKRAMGANJ","GEN",68276,35851,4740,5,1,"F","INC",13314,"MANORAMA PANDEY","H",0.525089343253852,0.132213885247273  
"Bihar","1962","1056",230,"DAWATH","GEN",68732,38858,3308,7,1,"M","INC",11696,"KRISHNA RAJ SINHA","H",0.565355293022173,0.08513047506305  
"Bihar","1962","1063",231,"JAGDISHPUR","SC",67923,29459,442,6,1,"M","PSP",12100,"SUKER RAM","H",0.433711702957761,0.0150039037306086  
"Bihar","1962","1069",232,"PIRO","GEN",62769,33404,2972,6,1,"M","INC",9613,"INDRAMANI SINGH","H",0.532173525147764,0.0889713806729733  
"Bihar","1962","1075",233,"SAHAR","GEN",60851,30245,2821,5,1,"M","INC",12336,"SHEO PUJAN RAI","H",0.497033738147278,0.0932716151429988  
"Bihar","1962","1080",234,"ARWAL","GEN",73934,42691,226,6,1,"M","INC",13141,"BUDDHAN MEHTA","H",0.577420401980144,0.00529385584783678  
"Bihar","1962","1086",235,"KURTHA","GEN",68977,36891,2469,7,1,"M","PSP",13422,"RAMCHARAN SINGH","H",0.534830450729953,0.0669268927380662  
"Bihar","1962","1093",236,"MAKHDUMPUR","GEN",59483,32441,12789,6,1,"M","INC",19164,"SUKHDEO PRASAD VERMA","H",0.545382714388985,0.394223359329244  
"Bihar","1962","1099",237,"JAHANABAD","SC",75635,36486,733,5,1,"M","INC",15598,"MAHABIR CHAUDHARY","H",0.482395716268923,0.0200898974949296  
"Bihar","1962","1104",238,"GHOSI","GEN",82002,43673,4806,8,1,"M","INC",17155,"MITHILESHWAR PRASAD SINGH","H",0.532584571108022,0.110045107961441  
"Bihar","1962","1112",239,"BELAGANJ","SC",62802,24322,6189,5,1,"M","INC",13233,"RAMESHWAR MANJHI","H",0.387280659851597,0.254460981827152  
"Bihar","1962","1117",240,"GOH","GEN",76622,39457,7355,7,1,"M","INC",20233,"THAKUR MUNESHWAR NATH SINGH","H",0.514956539897158,0.186405454038574  
"Bihar","1962","1124",241,"DAUDNAGAR","GEN",73540,30948,7198,6,1,"M","INC",13855,"RAM NARAYAN SINGH YADAV","H",0.420832200163177,0.232583688768256  
"Bihar","1962","1130",242,"OBRA","SC",77529,29372,3126,5,1,"M","INC",11193,"DILKESHWAR RAM","H",0.378851784493544,0.106427890507967  
"Bihar","1962","1135",243,"NABINAGAR","GEN",71540,31189,9777,5,1,"M","INC",16844,"SATYENDRA NARAIN SINHA","H",0.435965893206598,0.313475904966495  
"Bihar","1962","1140",244,"AURANGABAD","GEN",68080,24262,2892,4,1,"M","SWA",10421,"BRIJMOHAN SINGH","H",0.356374853113984,0.119198747011788  
"Bihar","1962","1144",245,"RAFIGANJ","GEN",64352,28643,6004,4,1,"M","SWA",15461,"RAM PUKAR SINGH","H",0.445098831427151,0.209614914638830  
"Bihar","1962","1148",246,"IMAMGANJ","GEN",54720,26881,1153,3,1,"M","SWA",12662,"AMBIKA PRASAD SINGH","H",0.49124634502924,0.0428927495256873  
"Bihar","1962","1151",247,"SHERGHATI","GEN",61279,29494,887,4,1,"M","INC",10237,"MOHAMMAD SHAHJAHAN","M",0.481306809836975,0.0300739133383061  
"Bihar","1962","1155",248,"BARACHATTI","GEN",48713,23216,1016,4,1,"M","SWA",8546,"MUSHTAQ ALI KHAN","M",0.476587358610638,0.043762922122674  
"Bihar","1962","1159",249,"BODH GAYA","GEN",54222,21808,4617,3,1,"M","SWA",12304,"KULDEEP MAHTO","H",0.402198369665449,0.211711298606016  
"Bihar","1962","1162",250,"KONCH","GEN",55883,28294,1866,7,1,"M","PSP",10859,"MUNDRIKA SINGH","H",0.506307821698907,0.0659503781720506  
"Bihar","1962","1169",251,"GAYA","GEN",62970,37766,2883,4,1,"M","IND",17145,"SHYAM BARTHWAR","H",0.599745910751151,0.0763385055340783  
"Bihar","1962","1173",252,"GAYA MUFASSIL","GEN",54362,28038,4521,7,1,"M","INC",14431,"HARDEO SINGH","H",0.515764688569221,0.161245452600043  
"Bihar","1962","1180",253,"ATRI","GEN",65054,32626,4688,7,1,"M","INC",13261,"SHEO RATAN SINGH","H",0.501521812647954,0.143689082326978  
"Bihar","1962","1187",254,"HISUA","GEN",63332,34804,9405,5,1,"F","INC",20190,"RAJKUMARI DEVI","H",0.549548411545506,0.270227560050569  
"Bihar","1962","1192",255,"NAWADA","GEN",87610,46296,614,7,1,"M","JS",14730,"GAURI SHANKAR KESHRI","H",0.528432827302819,0.0132624848799032  
"Bihar","1962","1199",256,"WARSALIGANJ","GEN",81005,40658,3465,5,1,"M","INC",16993,"RAMKISHUN SINGH","H",0.501919634590457,0.0852230803285946  
"Bihar","1962","1204",257,"PAKRIBARWAN","SC",61130,24728,6036,3,1,"M","INC",13280,"CHETU RAM","H",0.404514968100769,0.244095761889356  
"Bihar","1962","1207",258,"RAJAULI","GEN",61806,27150,2065,5,1,"M","INC",8267,"RAM SWARUP PRASAD YADAV","H",0.43927774002524,0.0760589318600368  
"Bihar","1962","1212",259,"DHANWAR","SC",62377,13468,1171,4,1,"M","SWA",6400,"GOPAL RAVIDAS","H",0.215912916619908,0.086946836946837  
"Bihar","1962","1216",260,"GAWAN","GEN",60212,18122,2273,7,1,"M","SWA",8124,"GIRIJA PRASAD SINGH","H",0.300969906330964,0.125427656991502  
"Bihar","1962","1223",261,"JAMUA","GEN",60062,19345,3827,9,1,"M","SWA",9687,"INDRA NARAIN SINGH","H",0.322083846691752,0.197828896355647  
"Bihar","1962","1232",262,"GIRIDIH","GEN",67767,31672,4757,10,1,"M","INC",11136,"RAGHUNANDAN RAM","H",0.467366122153851,0.150195756504168  
"Bihar","1962","1242",263,"DUMRI","ST",67858,20082,5197,2,1,"M","SWA",12153,"HEMLAL PRAGNAIT","H",0.295941524949159,0.258788965242506  
"Bihar","1962","1244",264,"BERMO","GEN",56187,26483,2028,5,1,"M","INC",11432,"BINDESHWARI DUBEY","H",0.471336786089309,0.0765774270286599  
"Bihar","1962","1249",265,"BAGODAR","GEN",59446,14231,6350,3,1,"M","SWA",9503,"MOTI RAM","H",0.239393735491034,0.446208980394913  
"Bihar","1962","1252",266,"BARHI","GEN",66600,25112,11941,3,1,"M","SWA",15989,"KAMAKSHYA NARAIN SINGH","H",0.377057057057057,0.475509716470213  
"Bihar","1962","1255",267,"KODARMA","GEN",57248,27997,3908,5,1,"M","INC",11396,"AWADH BIHARI DIKSHIT","H",0.489047652319732,0.139586384255456  
"Bihar","1962","1260",268,"CHAUPARAN","GEN",62750,25215,4436,4,1,"M","SWA",12167,"NAND KISHORE SINGH","H",0.401832669322709,0.175927027562959  
"Bihar","1962","1264",269,"CHATRA","GEN",71903,28686,14503,2,1,"M","SWA",20634,"KESHAV PRASAD SINGH","H",0.398954146558558,0.505577633688908  
"Bihar","1962","1266",270,"BARKAGAON","GEN",66410,16694,9955,4,1,"F","SWA",12239,"SHASHANK MANJARI","H",0.251377804547508,0.596322031867737  
"Bihar","1962","1270",271,"HAZARIBAGH","GEN",65474,27387,2052,5,1,"M","INC",12437,"GYANI RAM","H",0.418288175458961,0.0749260598093986  
"Bihar","1962","1275",272,"MANDU","GEN",72355,21550,5398,3,1,"M","SWA",12704,"RAGHUNANDAN PRASAD","H",0.297837053417179,0.250487238979118  
"Bihar","1962","1278",273,"RAMGARH_2","GEN",68263,21340,3315,5,1,"M","SWA",10451,"TARA PRASAD BAKSHI","H",0.312614447065028,0.155342080599813  
"Bihar","1962","1283",274,"PETARBAR","ST",63806,13782,6075,3,1,"M","SWA",9279,"RAMESHWAR MANJHI","H",0.215998495439300,0.440792337831955  
"Bihar","1962","1286",275,"TOPCHANCHI","GEN",73970,36043,9639,5,1,"M","SWA",18899,"PURNENDU NARAYAN SINGH","H",0.487265107476004,0.267430569042533  
"Bihar","1962","1291",276,"KENDUADIH","SC",71610,31322,8644,6,1,"M","INC",15685,"RAMLAL DAS","H",0.43739701159056,0.275972160143030  
"Bihar","1962","1297",277,"DHANBAD","GEN",70486,34890,13113,13,1,"M","INC",16704,"SHEORAJ PRASAD","H",0.494991913287745,0.375838349097163  
"Bihar","1962","1310",278,"TUNDI","GEN",62966,16834,9097,6,1,"M","SWA",10931,"GOKHULESHWAR MISHRA","H",0.267350633675317,0.540394439824165  
"Bihar","1962","1316",279,"NIRSA","ST",72976,30127,1384,5,1,"M","INC",10381,"LAKSHMI NARAYAN MANJHI","H",0.412834356500767,0.045938858830949  
"Bihar","1962","1321",280,"JORAPOKHAR","GEN",82694,39974,5111,7,1,"M","INC",14931,"RAM NARAIN SHARMA","H",0.483396618859893,0.127858107770051  
"Bihar","1962","1328",281,"CHAS","GEN",79819,34944,4947,8,1,"M","SWA",11703,"PARVATI CHARAN MAHTO","H",0.437790501008532,0.141569368131868  
"Bihar","1962","1336",282,"BAHARAGORA","GEN",74382,32783,2056,7,1,"M","IND",10419,"JHARESHWAR GHOSH","H",0.440738350676239,0.0627154317786658  
"Bihar","1962","1343",283,"GHATSILA","ST",72774,22411,897,6,1,"M","CPI",6724,"BASTA SOREN","H",0.307953389946959,0.0400249877292401  
"Bihar","1962","1349",284,"POTKA","ST",68991,16767,141,6,1,"M","INC",5186,"MANJHI RASRAJ TUDU","H",0.243031699786929,0.00840937555913401  
"Bihar","1962","1355",285,"JAMSHEDPUR","GEN",85578,50158,12610,7,1,"M","CPI",25748,"RAMAVATAR SINGH","H",0.586108579307766,0.251405558435344  
"Bihar","1962","1362",286,"JUGSALAI","GEN",69394,36779,4663,9,1,"M","CPI",17045,"SUNIL MUKHERJEE","H",0.530002593884197,0.126784306261725  
"Bihar","1962","1371",287,"SERAIKELLA","GEN",64178,22900,2147,3,1,"M","IND",9741,"NIRPENDRA NARAYAN SINGH DEO","H",0.356820094113248,0.0937554585152838  
"Bihar","1962","1374",288,"CHAIBASA","ST",69963,23568,8090,3,1,"M","JP",13534,"HARISH CHANDRA DEOGAM","H",0.336863770850307,0.34326205023761  
"Bihar","1962","1377",289,"MANJARI","ST",67458,23950,6464,3,1,"M","JP",13416,"VIVEKANAND PAREYA","H",0.355035725933173,0.269895615866388  
"Bihar","1962","1380",290,"MAJHGAON","ST",64184,17584,1549,7,1,"M","JP",5222,"SHARAN BALMUCHU","H",0.273962358220117,0.0880914467697907  
"Bihar","1962","1387",291,"MANOHARPUR","GEN",69511,20150,2078,5,1,"M","JP",7680,"SHUBHNATH DEOGAM","H",0.289882176921638,0.103126550868486  
"Bihar","1962","1392",292,"SONUA","ST",76931,22621,5528,3,1,"M","JP",11455,"SANATAN SAMAD","H",0.294042713600499,0.244374696078865  
"Bihar","1962","1395",293,"CHAKRADHARPUR","GEN",65750,26471,5411,6,1,"M","IND",11334,"RUDRA PRATAP SARANGI","H",0.402600760456274,0.204412375807487  
"Bihar","1962","1401",294,"CHANDIL WEST","SC",53908,14111,644,6,1,"M","INC",4076,"NATHUNI RAM CHAMAR","H",0.261760777621132,0.0456381546311388  
"Bihar","1962","1407",295,"CHANDIL EAST","GEN",55984,23493,3989,10,1,"M","SWA",8787,"PRABHAT KUMAR ADITYADEV","H",0.419637753643898,0.169795258162006  
"Bihar","1962","1417",296,"TAMAR","ST",60565,23884,972,5,1,"M","JP",8139,"DHANSINGH MUNDA","H",0.394353174275572,0.0406967007201474  
"Bihar","1962","1422",297,"SONAHATU","SC",71800,28965,7748,4,1,"M","SWA",13904,"SOMAR RAM","H",0.403412256267409,0.267495252891421  
"Bihar","1962","1426",298,"RANCHI","GEN",69735,30775,6088,11,1,"M","INC",13761,"VIRENDRA NATH ROY","H",0.441313544131354,0.197822908204712  
"Bihar","1962","1437",299,"SILLI","GEN",59003,26277,9324,3,1,"M","SWA",16389,"JAGESHWAR CHOWDHARY","H",0.445350236428656,0.354835026829547  
"Bihar","1962","1440",300,"RANCHI SADAR","GEN",61776,21058,1531,5,1,"M","SWA",6506,"AMBIKA NATH SAHDEO","H",0.340876715876716,0.072703960490075  
"Bihar","1962","1445",301,"KHUNTI","ST",77619,34328,10772,5,1,"M","JP",17138,"PHULCHAND KACHCHHAP","H",0.442262848014017,0.313796317874621  
"Bihar","1962","1450",302,"TORPA","ST",67951,36071,18947,3,1,"M","JP",24747,"SAMUEL MUNDA","H",0.530838398257568,0.525269607163649  
"Bihar","1962","1453",303,"KOLEBIRA","ST",61423,35294,17464,4,1,"M","JP",22439,"SUSHIL BAGE","H",0.574605603764062,0.494814982716609  
"Bihar","1962","1457",304,"SIMDEGA","ST",62696,35566,9418,6,1,"M","JP",16731,"SIMON ORAON","H",0.567277019267577,0.264803463982455  
"Bihar","1962","1463",305,"CHAINPUR (ST)","ST",76690,36275,6629,5,1,"M","SWA",15551,"MICHAEL","H",0.47300821489112,0.182742935906272  
"Bihar","1962","1468",306,"GUMLA","ST",74760,33605,4227,6,1,"M","JP",12555,"PUNAI ORAON","H",0.449505082932049,0.125784853444428  
"Bihar","1962","1474",307,"SISAI","ST",60444,21929,2507,3,1,"M","SWA",9066,"SITARAM BHAGAT","H",0.362798623519291,0.114323498563546  
"Bihar","1962","1477",308,"LOHARDAGA","ST",80463,37177,2163,4,1,"M","SWA",14400,"SUSHIL BAKHLA","H",0.462038452456409,0.0581811334965167  
"Bihar","1962","1481",309,"BERO","ST",61923,24844,1742,4,1,"M","JP",8436,"PAUL DAYAL","H",0.401207951811120,0.0701175334084689  
"Bihar","1962","1485",310,"MANDAR","GEN",58922,24069,973,5,1,"M","INC",8282,"MOHAMMAD ZAHOOR ALI","M",0.408489189097451,0.0404254435165566  
"Bihar","1962","1490",311,"LATEHAR","ST",55655,15555,4933,6,1,"M","SWA",7353,"JOHN BARCHMANAS MUNJANI","C",0.279489713412991,0.317132754741241  
"Bihar","1962","1496",312,"PANKI","GEN",50595,16271,8825,5,1,"M","SWA",10825,"LAL JAGDHATRI NATH SAHDEO","H",0.321593042790790,0.54237600639174  
"Bihar","1962","1501",313,"DALTONGANJ","GEN",65527,28026,2243,6,1,"M","SWA",9939,"SACHCHIDANAND TRIPATHY","H",0.427701558136341,0.0800328266609577  
"Bihar","1962","1507",314,"GARHWA","GEN",67679,26537,11867,3,1,"M","SWA",17655,"GOPINATH PRASAD SINGH","H",0.392100947118013,0.44718694652749  
"Bihar","1962","1510",315,"BHAWANATHPUR","GEN",60629,23912,11199,6,1,"M","SWA",15671,"SHANKER PRATAP DEO","H",0.394398720084448,0.468342254934761  
"Bihar","1962","1516",316,"HUSSAINABAD","SC",55325,18651,602,4,1,"M","INC",8186,"RAMDENI RAM","H",0.337117035698147,0.0322770897002842  
"Bihar","1962","1520",317,"BISHRAMPUR","GEN",71906,25117,7850,4,1,"M","SWA",14347,"KRISHNA MURARI SINGH","H",0.349303257030011,0.312537325317514  
"Bihar","1962","1524",318,"LESLIEGANJ","SC",65041,24235,8192,6,1,"M","SWA",13003,"RAM KRISHNA RAM","H",0.372611122215218,0.338023519702909  
