Type of election,Year,State,Constituency no,Constituency name,Constituency type,Position,Candidate name,Party/Alliance,Vote percent
Lok Sabha,2014,MAHARASHTRA,501,NANDURBAR,ST,1,DR. GAVIT HEENA VAIJAYKUMAR,BJP,52
Lok Sabha,2014,MAHARASHTRA,486,DHULE,GEN,1,SUBHASH RAMRAO BHAMRE,BJP,54
Lok Sabha,2014,MAHARASHTRA,482,JALGAON,GEN,1,ASHOK TAPIRAM PATIL,BJP,65
Lok Sabha,2014,MAHARASHTRA,485,RAVER,GEN,1,KHADASE RAKSHA NIKHIL,BJP,60
Lok Sabha,2014,MAHARASHTRA,470,JALNA,GEN,1,DANVE RAOSAHEB DADARAO PATIL,BJP,55
Lok Sabha,2014,MAHARASHTRA,473,DINDORI,ST,1,CHAVAN HARISHCHANDRA DEORAM,BJP,56
Lok Sabha,2014,MAHARASHTRA,426,PUNE,GEN,1,ANIL SHIROLE,BJP,57
Lok Sabha,2014,MAHARASHTRA,451,AHMEDNAGAR,GEN,1,GANDHI DILIPKUMAR MANSUKHLAL,BJP,57
Lok Sabha,2014,MAHARASHTRA,450,BEED,GEN,1,MUNDE GOPINATHRAO PANDURANG,BJP,52
Lok Sabha,2014,MAHARASHTRA,438,LATUR,SC,1,GAIKWAD SUNIL BALIRAM,BJP,58
Lok Sabha,2014,MAHARASHTRA,417,SOLAPUR,SC,1,SHARADKUMAR MARUTI BANSODE,BJP,54
Lok Sabha,2014,MAHARASHTRA,412,SANGLI,GEN,1,SANJAYKAKA PATIL,BJP,58
Lok Sabha,2014,MAHARASHTRA,464,PALGHAR,ST,1,WANAGA CHINTAMAN NAVASHA,BJP,54
Lok Sabha,2014,MAHARASHTRA,453,BHIWANDI,GEN,1,KAPIL MORESHWAR PATIL,BJP,47
Lok Sabha,2014,MAHARASHTRA,444,MUMBAI NORTH,GEN,1,GOPAL CHINAYYA SHETTY,BJP,70
Lok Sabha,2014,MAHARASHTRA,443,MUMBAI NORTH EAST,GEN,1,KIRIT SOMAIYA,BJP,61
Lok Sabha,2014,MAHARASHTRA,437,MUMBAI NORTH CENTRAL,GEN,1,POONAM MAHAJAN ALIAS POONAM VAJENDLA RAO,BJP,57
Lok Sabha,2014,MANIPUR,635,OUTER MANIPUR,ST,3,GANGMUMEI KAMEI,BJP,10
Lok Sabha,2014,MANIPUR,604,INNER MANIPUR,GEN,3,RAJKUMAR RANJAN SINGH,BJP,14
Lok Sabha,2014,MEGHALAYA,658,SHILLONG,ST,4,SHIBUN LYNGDOH,BJP,15
Lok Sabha,2014,NATIONAL CAPITAL TERRITORY OF DELHI,771,CHANDNI CHOWK,GEN,1,DR. HARSH VARDHAN,BJP,45
Lok Sabha,2014,NATIONAL CAPITAL TERRITORY OF DELHI,168,NORTH EAST DELHI,GEN,1,MANOJ TIWARI,BJP,45
Lok Sabha,2014,NATIONAL CAPITAL TERRITORY OF DELHI,768,EAST DELHI,GEN,1,MAHESH GIRI,BJP,48
Lok Sabha,2014,NATIONAL CAPITAL TERRITORY OF DELHI,766,NEW DELHI,GEN,1,MEENAKSHI LEKHI,BJP,47
Lok Sabha,2014,NATIONAL CAPITAL TERRITORY OF DELHI,775,NORTH WEST DELHI,SC,1,UDIT RAJ,BJP,46
Lok Sabha,2014,NATIONAL CAPITAL TERRITORY OF DELHI,767,WEST DELHI,GEN,1,PARVESH SAHIB SINGH,BJP,49
Lok Sabha,2014,NATIONAL CAPITAL TERRITORY OF DELHI,764,SOUTH DELHI,GEN,1,RAMESH BIDHURI,BJP,45
Lok Sabha,2014,ORISSA,502,BARGARH,GEN,2,SUBASH CHOUHAN,BJP,33
Lok Sabha,2014,ORISSA,514,SUNDARGARH,ST,1,JUAL ORAM,BJP,34
Lok Sabha,2014,ORISSA,507,SAMBALPUR,GEN,2,SURESH PUJARI,BJP,33
Lok Sabha,2014,ORISSA,479,BOLANGIR,GEN,2,SANGEETA KUMARI SINGH DEO,BJP,30
Lok Sabha,2014,ORISSA,477,KALAHANDI,GEN,2,PRADIPTA KUMAR NAIK,BJP,28
Lok Sabha,2014,ORISSA,461,NABARANGPUR,ST,3,PARSURAM MAJHI,BJP,14
Lok Sabha,2014,ORISSA,475,KANDHAMAL,GEN,3,SUKANTA KUMAR PANIGRAHI,BJP,13
Lok Sabha,2014,ORISSA,457,ASKA,GEN,3,MAHESH CHANDRA MOHANTY,BJP,8
Lok Sabha,2014,ORISSA,452,BERHAMPUR,GEN,3,RAMA CHANDRA PANDA,BJP,18
Lok Sabha,2014,ORISSA,458,KORAPUT,ST,3,SIBASANKAR ULAKA,BJP,9
Lok Sabha,2014,ORISSA,505,KEONJHAR,ST,2,ANANT NAYAK,BJP,26
Lok Sabha,2014,ORISSA,516,MAYURBHANJ,ST,2,DR. NEPOLE RAGHU MURMU,BJP,26
Lok Sabha,2014,ORISSA,499,BALASORE,GEN,2,PRATAP CHANDRA SARANGI,BJP,28
Lok Sabha,2014,ORISSA,487,BHADRAK,SC,3,SARAT DAS,BJP,20
Lok Sabha,2014,ORISSA,478,JAJPUR,SC,3,AMIYA KANTA MALLICK,BJP,15
Lok Sabha,2014,ORISSA,494,DHENKANAL,GEN,2,RUDRANARAYAN PANY,BJP,30
Lok Sabha,2014,ORISSA,471,CUTTACK,GEN,3,SAMIR DEY,BJP,15
Lok Sabha,2014,ORISSA,474,KENDRAPARA,GEN,3,BISHNU PRASAD DAS,BJP,10
Lok Sabha,2014,ORISSA,466,JAGATSINGHPUR,SC,3,BAIDHAR MALLICK,BJP,10
Lok Sabha,2014,ORISSA,463,PURI,GEN,3,ASHOK SAHU,BJP,21
Lok Sabha,2014,ORISSA,467,BHUBANESWAR,GEN,2,PRITHIVIRAJ HARICHANDAN,BJP,28
Lok Sabha,2014,PUNJAB,820,GURDASPUR,GEN,1,VINOD KHANNA,BJP,46
Lok Sabha,2014,PUNJAB,817,AMRITSAR,GEN,2,ARUN JAITLEY,BJP,38
Lok Sabha,2014,PUNJAB,818,HOSHIARPUR,SC,1,VIJAY SAMPLA,BJP,36
Lok Sabha,2014,RAJASTHAN,113,GANGANAGAR,SC,1,NIHALCHAND,BJP,52
Lok Sabha,2014,RAJASTHAN,784,BIKANER,SC,1,ARJUN RAM MEGHWAL,BJP,63
Lok Sabha,2014,RAJASTHAN,786,CHURU,GEN,1,RAHUL KASWAN,BJP,53
Lok Sabha,2014,RAJASTHAN,761,JHUNJHUNU,GEN,1,SANTOSH AHLAWAT,BJP,49
Lok Sabha,2014,RAJASTHAN,744,SIKAR,GEN,1,SWAMI SUMEDHA NAND SARASWATI,BJP,47
Lok Sabha,2014,RAJASTHAN,743,JAIPUR RURAL,GEN,1,RAJYAVARDHAN SINGH RATHORE,BJP,62
Lok Sabha,2014,RAJASTHAN,710,JAIPUR,GEN,1,RAMCHARAN BOHARA,BJP,67
Lok Sabha,2014,RAJASTHAN,755,ALWAR,GEN,1,MAHANT CHAND NATH YOGI,BJP,60
Lok Sabha,2014,RAJASTHAN,741,BHARATPUR,SC,1,BAHADUR SINGH,BJP,60
Lok Sabha,2014,RAJASTHAN,709,KARAULI-DHOLPUR,SC,1,MANOJ RAJORIA,BJP,48
Lok Sabha,2014,RAJASTHAN,733,DAUSA,ST,1,HARISH CHANDRA,BJP,34
Lok Sabha,2014,RAJASTHAN,692,TONK-SAWAI MADHOPUR,GEN,1,SUKHBIR SINGH JANAPURIA,BJP,53
Lok Sabha,2014,RAJASTHAN,707,AJMER,GEN,1,SANWAR LAL JAT,BJP,55
Lok Sabha,2014,RAJASTHAN,738,NAGAUR,GEN,1,C.R. CHOUDHARY,BJP,41
Lok Sabha,2014,RAJASTHAN,705,PALI,GEN,1,P.P. CHOUDHARY,BJP,65
Lok Sabha,2014,RAJASTHAN,746,JODHPUR,GEN,1,GAJENDRA SINGH SHEKHAWAT ,BJP,66
Lok Sabha,2014,RAJASTHAN,751,BARMER,GEN,1,COL. SONARAM CHOUDHARY,BJP,40
Lok Sabha,2014,RAJASTHAN,643,JALORE,GEN,1,DEVJI PATEL,BJP,53
Lok Sabha,2014,RAJASTHAN,607,UDAIPUR,ST,1,ARJUNLAL MEENA,BJP,55
Lok Sabha,2014,RAJASTHAN,577,BANSWARA,ST,1,MANSHANKAR NINAMA,BJP,49
Lok Sabha,2014,RAJASTHAN,116,CHITTORGARH,GEN,1,CHANDRA PRAKASH,BJP,60
Lok Sabha,2014,RAJASTHAN,717,RAJSAMAND,GEN,1,HARI OM SINGH RATHORE,BJP,66
Lok Sabha,2014,RAJASTHAN,653,BHILWARA,GEN,1,SUBHASH CHANDRA BAHERIYA,BJP,57
Lok Sabha,2014,RAJASTHAN,646,KOTA,GEN,1,OM BIRLA,BJP,56
Lok Sabha,2014,RAJASTHAN,623,JHALAWAR-BARAN,GEN,1,DUSHYANT CHAUTALA,BJP,59
Lok Sabha,2014,SIKKIM,752,SIKKIM,GEN,3,NAR BAHADUR KHATIWARA,BJP,2
Lok Sabha,2014,TAMIL NADU,354,CHENNAI SOUTH,GEN,3,LA.GANESAN,BJP,24
Lok Sabha,2014,TAMIL NADU,355,VELLORE,GEN,2,"SHANMUGAM, A.C.",BJP,33
Lok Sabha,2014,TAMIL NADU,328,COIMBATORE,GEN,2,"RADHAKRISHNAN, C.P.",BJP,33
Lok Sabha,2014,TAMIL NADU,325,POLLACHI,GEN,2,ESWARAN.E.R.,BJP,27
Lok Sabha,2014,TAMIL NADU,333,PERAMBALUR,GEN,3,"PARIVENDAR PACHAMUTHU, T.R.",BJP,23
Lok Sabha,2014,TAMIL NADU,323,THANJAVUR,GEN,3,MURUGANANTHAM.M,BJP,6
Lok Sabha,2014,TAMIL NADU,318,SIVAGANGA,GEN,3,H RAJA,BJP,13
Lok Sabha,2014,TAMIL NADU,314,RAMANATHAPURAM,GEN,3,KUPPURAMU .D,BJP,17
Lok Sabha,2014,TAMIL NADU,300,KANNIYAKUMARI,GEN,1,RADHAKRISHNAN P.,BJP,38
Lok Sabha,2014,TRIPURA,580,TRIPURA WEST,GEN,4,SUDHINDRA CHANDRA DASGUPTA,BJP,5
Lok Sabha,2014,TRIPURA,588,TRIPURA EAST,ST,4,SHRI PARIKSHIT DEBBARMA,BJP,6
Lok Sabha,2014,UTTAR PRADESH,729,MAHARAJGANJ,GEN,1,PANKAJ CHAUDHARY,BJP,45
Lok Sabha,2014,UTTAR PRADESH,718,GORAKHPUR,GEN,1,YOGI ADITYANATH,BJP,52
Lok Sabha,2014,UTTAR PRADESH,724,KUSHI NAGAR,GEN,1,RAJESH PANDEY ALIAS GUDDU,BJP,39
Lok Sabha,2014,UTTAR PRADESH,701,DEORIA,GEN,1,KALRAJ MISHRA,BJP,51
Lok Sabha,2014,UTTAR PRADESH,694,BANSGAON,SC,1,KAMLESH PASWAN,BJP,48
Lok Sabha,2014,UTTAR PRADESH,673,LALGANJ,SC,1,NEELAM SONKAR,BJP,36
Lok Sabha,2014,UTTAR PRADESH,672,AZAMGARH,GEN,2,RAMAKANT YADAV,BJP,29
Lok Sabha,2014,UTTAR PRADESH,665,GHOSI,GEN,1,HARINARAYAN RAJBHAR,BJP,37
Lok Sabha,2014,UTTAR PRADESH,676,SALEMPUR,GEN,1,RAVINDRA KUSHWAHA,BJP,46
Lok Sabha,2014,UTTAR PRADESH,650,BALLIA,GEN,1,BHARAT SINGH,BJP,38
Lok Sabha,2014,UTTAR PRADESH,644,MACHHLISHAHR,SC,1,RAM CHARITRA NISHAD,BJP,44
Lok Sabha,2014,UTTAR PRADESH,645,GHAZIPUR,GEN,1,MANOJ SINHA,BJP,31
Lok Sabha,2014,UTTAR PRADESH,631,CHANDAULI,GEN,1,MAHENDRA NATH PANDEY,BJP,42
Lok Sabha,2014,UTTAR PRADESH,622,VARANASI,GEN,1,NARENDRA MODI,BJP,56
Lok Sabha,2014,UTTAR PRADESH,613,ROBERTSGANJ,SC,1,CHHOTE LAL,BJP,43
Lok Sabha,2014,UTTAR PRADESH,690,AMETHI,GEN,2,SMRITI ZUBIN IRANI (NEE KIRAN THAKKAR SINGH),BJP,34
Lok Sabha,2014,UTTAR PRADESH,677,SULTANPUR,GEN,1,FEROZE VARUN GANDHI,BJP,43
Lok Sabha,2014,UTTAR PRADESH,637,BANDA,GEN,1,BHAIRON PRASAD MISHRA,BJP,40
Lok Sabha,2014,UTTAR PRADESH,652,KAUSHAMBI,SC,1,VINOD KUMAR SONKAR,BJP,36
Lok Sabha,2014,UTTAR PRADESH,641,PHULPUR,GEN,1,KESHAV PRASAD,BJP,52
Lok Sabha,2014,UTTAR PRADESH,628,ALLAHABAD,GEN,1,SHYAMA CHARAN GUPTA,BJP,35
Lok Sabha,2014,UTTAR PRADESH,712,FAIZABAD,GEN,1,LALLU SINGH,BJP,48
Lok Sabha,2014,UTTAR PRADESH,693,AMBEDKAR NAGAR,GEN,1,HARI OM PANDEY,BJP,42
Lok Sabha,2014,UTTAR PRADESH,731,KAISERGANJ,GEN,1,BRIJBHUSHAN SHARAN SINGH,BJP,40
Lok Sabha,2014,UTTAR PRADESH,745,SHRAWASTI,GEN,1,DADDAN MISHRA,BJP,35
Lok Sabha,2014,UTTAR PRADESH,727,GONDA,GEN,1,KIRTI VARDHAN SINGH  ALIAS RAJA BHAIYA,BJP,41
Lok Sabha,2014,UTTAR PRADESH,730,DOMARIYAGANJ,GEN,1,JAGDAMBIKA PAL,BJP,32
Lok Sabha,2014,UTTAR PRADESH,719,BASTI,GEN,1,HARISH CHANDRA,BJP,34
Lok Sabha,2014,UTTAR PRADESH,716,SANT KABIR NAGAR,GEN,1,SHARAD TRIPATHI,BJP,34
Lok Sabha,2014,UTTAR PRADESH,662,JAUNPUR,GEN,1,KRISHNA PRATAP,BJP,36
Lok Sabha,2014,UTTAR PRADESH,634,BHADOHI,GEN,1,VIRENDRA SINGH,BJP,41
Lok Sabha,2014,UTTAR PRADESH,742,SITAPUR,GEN,1,RAJESH KUMAR SINGH,BJP,41
Lok Sabha,2014,UTTAR PRADESH,740,HARDOI,SC,1,ANSHUL VERMA,BJP,37
Lok Sabha,2014,UTTAR PRADESH,734,MISRIKH,SC,1,ANJU BALA,BJP,41
Lok Sabha,2014,UTTAR PRADESH,713,UNNAO,GEN,1,SWAMI SACHCHIANAND HARI SAKSHI,BJP,43
Lok Sabha,2014,UTTAR PRADESH,726,MOHANLALGANJ,SC,1,KAUSHAL KISHORE,BJP,41
Lok Sabha,2014,UTTAR PRADESH,703,LUCKNOW,GEN,1,RAJNATH SINGH,BJP,54
Lok Sabha,2014,UTTAR PRADESH,684,RAE BARELI,GEN,2,AJAY AGRAWAL,BJP,21
Lok Sabha,2014,UTTAR PRADESH,678,KANPUR,GEN,1,DR. MURLI MANOHAR JOSHI,BJP,57
Lok Sabha,2014,UTTAR PRADESH,687,AKBARPUR,GEN,1,DEVENDRA SINGH ALIAS BHOLE SINGH,BJP,50
Lok Sabha,2014,UTTAR PRADESH,675,JALAUN,SC,1,BHANU PRATAP SINGH VARMA,BJP,49
Lok Sabha,2014,UTTAR PRADESH,636,JHANSI,GEN,1,UMA BHARTI,BJP,44
Lok Sabha,2014,UTTAR PRADESH,660,HAMIRPUR,GEN,1,KUNWAR PUSHPENDRA SINGH,BJP,47
Lok Sabha,2014,UTTAR PRADESH,663,FATEHPUR,GEN,1,SADHVI NIRANJAN JYOTI,BJP,46
Lok Sabha,2014,UTTAR PRADESH,725,BARABANKI,SC,1,PRIYANKA SINGH RAWAT,BJP,43
Lok Sabha,2014,UTTAR PRADESH,756,BAHRAICH,SC,1,SADHVI SAVITRI BAI PHOOLE,BJP,46
Lok Sabha,2014,UTTAR PRADESH,797,KAIRANA,GEN,1,HUKUM SINGH ,BJP,51
Lok Sabha,2014,UTTAR PRADESH,791,MUZAFFARNAGAR,GEN,1,DR. SANJEEV KUMAR BALIYAN,BJP,59
Lok Sabha,2014,UTTAR PRADESH,781,MEERUT,GEN,1,RAJENDRA AGARWAL,BJP,48
Lok Sabha,2014,UTTAR PRADESH,785,BAGHPAT,GEN,1,DR. SATYAPAL SINGH,BJP,42
Lok Sabha,2014,UTTAR PRADESH,774,GHAZIABAD,GEN,1,VIJAY KUMAR SINGH,BJP,57
Lok Sabha,2014,UTTAR PRADESH,765,GAUTAM BUDHHA NAGAR,GEN,1,MAHESH SHARMA,BJP,50
Lok Sabha,2014,UTTAR PRADESH,770,BULANDSHAHR,SC,1,DR. BHOLA SINGH,BJP,60
Lok Sabha,2014,UTTAR PRADESH,754,ALIGARH,GEN,1,SATISH KUMAR,BJP,48
Lok Sabha,2014,UTTAR PRADESH,749,HATHRAS,SC,1,RAJESH KUMAR,BJP,52
Lok Sabha,2014,UTTAR PRADESH,748,MATHURA,GEN,1,DEOL HEMA MALINI DHARMENDRA,BJP,54
Lok Sabha,2014,UTTAR PRADESH,736,AGRA,SC,1,DR. RAMSHANKAR KATHERIA,BJP,55
Lok Sabha,2014,UTTAR PRADESH,723,FATEHPUR SIKRI,GEN,1,BABU LAL,BJP,45
Lok Sabha,2014,UTTAR PRADESH,732,FIROZABAD,GEN,2,SATYAPAL SINGH,BJP,38
Lok Sabha,2014,UTTAR PRADESH,728,MAINPURI,GEN,2,SHATRUGHAN SINGH,BJP,23
Lok Sabha,2014,UTTAR PRADESH,750,ETAH,GEN,1,RAJVIR SINGH,BJP,51
Lok Sabha,2014,UTTAR PRADESH,739,FARRUKHABAD,GEN,1,MUKESH RAJPUT,BJP,42
Lok Sabha,2014,UTTAR PRADESH,700,ETAWAH,SC,1,ASHOK KUMAR DOHAREY,BJP,47
Lok Sabha,2014,UTTAR PRADESH,721,KANNAUJ,GEN,2,SUBRAT PATHAK,BJP,42
Lok Sabha,2014,UTTAR PRADESH,800,SAHARANPUR,GEN,1,RAGHAV LAKHANPAL,BJP,40
Lok Sabha,2014,UTTAR PRADESH,792,BIJNOR,GEN,1,KUNWAR BHARTENDRA SINGH,BJP,46
Lok Sabha,2014,UTTAR PRADESH,794,NAGINA,SC,1,YASHWANT SINGH,BJP,39
Lok Sabha,2014,UTTAR PRADESH,793,MORADABAD,GEN,1,KUNWAR SARVESH KUMAR,BJP,43
Lok Sabha,2014,UTTAR PRADESH,783,RAMPUR,GEN,1,DR. NEPAL SINGH,BJP,37
Lok Sabha,2014,UTTAR PRADESH,777,SAMBHAL,GEN,1,SATYA PAL SINGH,BJP,34
Lok Sabha,2014,UTTAR PRADESH,780,AMROHA,GEN,1,KANWAR SINGH TANWAR,BJP,48
Lok Sabha,2014,UTTAR PRADESH,758,BADAUN,GEN,2,VAGISH PATHAK,BJP,32
Lok Sabha,2014,UTTAR PRADESH,760,AONLA,GEN,1,DHARMENDRA KUMAR,BJP,41
Lok Sabha,2014,UTTAR PRADESH,773,BAREILLY,GEN,1,SANTOSH KUMAR GANGWAR,BJP,51
Lok Sabha,2014,UTTAR PRADESH,776,PILIBHIT,GEN,1,MANEKA GANDHI,BJP,52
Lok Sabha,2014,UTTAR PRADESH,757,SHAHJAHANPUR,SC,1,KRISHNA RAJ,BJP,46
Lok Sabha,2014,UTTAR PRADESH,769,KHERI,GEN,1,AJAY KUMAR MISHRA,BJP,37
Lok Sabha,2014,UTTAR PRADESH,753,DHAURAHRA,GEN,1,REKHA ARUN VERMA,BJP,34
Lok Sabha,2014,UTTARAKHAND,814,TEHRI GARHWAL,GEN,1,MALA RAJYA LAXMI SHAH,BJP,58
Lok Sabha,2014,UTTARAKHAND,809,GARHWAL,GEN,1,MAJ. GEN. ( RETD) BHUWAN CHANDRA KHANDURI (AVSM),BJP,59
Lok Sabha,2014,UTTARAKHAND,804,ALMORA,SC,1,AJAY TAMTA,BJP,53
Lok Sabha,2014,UTTARAKHAND,790,NAINITAL-UDHAMSINGH NAGAR,GEN,1,BHAGAT SINGH KOSHYARI,BJP,58
Lok Sabha,2014,UTTARAKHAND,799,HARDWAR,GEN,1,RAMESH POKHARIYAL NISHANK,BJP,50
Lok Sabha,2014,WEST BENGAL,680,COOCHBEHAR,SC,3,HEM CHANDRA BARMAN,BJP,16
Lok Sabha,2014,WEST BENGAL,708,ALIPURDUARS,ST,3,BIRENDRA BARA (ORAON),BJP,27
Lok Sabha,2014,WEST BENGAL,706,JALPAIGURI,SC,3,SATYALAL SARKAR,BJP,17
Lok Sabha,2014,WEST BENGAL,720,DARJEELING,GEN,1,SURENDRAJEET SINGH AHLUWALIA,BJP,43
Lok Sabha,2014,WEST BENGAL,667,RAIGANJ,GEN,3,NIMU BHOWMICK,BJP,18
Lok Sabha,2014,WEST BENGAL,632,BALURGHAT,GEN,3,BISWAPRIYA ROY CHOUDHURY,BJP,21
Lok Sabha,2014,WEST BENGAL,627,MALDAHA UTTAR,GEN,4,SUBHASH KRISHNA GOSWAMI,BJP,15
Lok Sabha,2014,WEST BENGAL,614,MALDAHA DAKSHIN,GEN,2,BISNU PADA ROY,BJP,20
Lok Sabha,2014,WEST BENGAL,530,GHATAL,GEN,4,MD. ALAM,BJP,7
Lok Sabha,2014,WEST BENGAL,546,JHARGRAM,ST,3,BIKASH MUDI,BJP,10
Lok Sabha,2014,WEST BENGAL,523,MEDINIPUR,GEN,3,PRABHAKAR TEWARI,BJP,14
Lok Sabha,2014,WEST BENGAL,565,PURULIA,GEN,4,BIKASH BANERJEE,BJP,7
Lok Sabha,2014,WEST BENGAL,566,BANKURA,GEN,3,SUBHAS KUMAR SARKAR,BJP,20
Lok Sabha,2014,WEST BENGAL,558,BISHNUPUR,SC,3,JAYANTA MODAL,BJP,14
Lok Sabha,2014,WEST BENGAL,595,JANGIPUR,GEN,4,SAMRAT GHOSH,BJP,9
Lok Sabha,2014,WEST BENGAL,582,BAHARAMPUR,GEN,4,DEBES ADHIKARI,BJP,7
Lok Sabha,2014,WEST BENGAL,585,MURSHIDABAD,GEN,4,SUJIT KUMAR GHOSH,BJP,8
Lok Sabha,2014,WEST BENGAL,1,KRISHNANAGAR,GEN,3,SATYA BRATA MOOKHERJEE,BJP,26
Lok Sabha,2014,WEST BENGAL,560,RANAGHAT,SC,3,SUPRAVAT BISWAS,BJP,17
Lok Sabha,2014,WEST BENGAL,525,HOWRAH,GEN,3,GEORGE BAKER,BJP,22
Lok Sabha,2014,WEST BENGAL,528,ULUBERIA,GEN,3,RANJIT KISHORE MOHANTY,BJP,12
Lok Sabha,2014,WEST BENGAL,534,SREERAMPUR,GEN,3,BAPPI APARESH LAHIRI,BJP,22
Lok Sabha,2014,WEST BENGAL,548,HOOGHLY,GEN,3,DR. CHANDAN SOURAV MITRA,BJP,16
Lok Sabha,2014,WEST BENGAL,542,ARAMBAG,SC,3,MADHUSUDAN BAG,BJP,12
Lok Sabha,2014,WEST BENGAL,512,TAMLUK,GEN,3,BADSHA ALAM,BJP,6
Lok Sabha,2014,WEST BENGAL,506,KANTHI,GEN,3,KAMALENDU PAHARI,BJP,9
Lok Sabha,2014,WEST BENGAL,563,BARDHAMAN PURBA,SC,3,SANTOSH ROY,BJP,13
Lok Sabha,2014,WEST BENGAL,28,BARDHAMAN-DURGAPUR,GEN,3,DEBASREE CHAUDHURI,BJP,18
Lok Sabha,2014,WEST BENGAL,569,ASANSOL,GEN,1,BABUL SUPRIYA BORAL (BABUL SUPRIYO),BJP,37
Lok Sabha,2014,WEST BENGAL,581,BOLPUR,SC,3,KAMINI MOHAN SARKAR,BJP,15
Lok Sabha,2014,WEST BENGAL,592,BIRBHUM,GEN,3,JOY BANERJEE,BJP,18
Lok Sabha,2014,WEST BENGAL,550,BANGAON,SC,3,KRISHNADAS (KD) BISWAS,BJP,19
Lok Sabha,2014,WEST BENGAL,540,BARRACKPUR,GEN,3,RUMESH KUMAR HANDA,BJP,22
Lok Sabha,2014,WEST BENGAL,531,DUM DUM,GEN,3,TAPAN SIKDAR,BJP,22
Lok Sabha,2014,WEST BENGAL,537,BARASAT,GEN,3,P.C. SORKAR JUNIOR,BJP,23
Lok Sabha,2014,WEST BENGAL,535,BASIRHAT,GEN,3,SAMIK BHATTACHARYA,BJP,18
Lok Sabha,2014,WEST BENGAL,29,JAYNAGAR,SC,4,KRISHNAPADA MAJUMDER,BJP,10
Lok Sabha,2014,WEST BENGAL,3,MATHURAPUR,SC,3,TAPAN NASKAR,BJP,5
Lok Sabha,2014,WEST BENGAL,517,DIAMOND HARBOUR,GEN,3,ABHIJIT DAS (BOBBY),BJP,16
Lok Sabha,2014,WEST BENGAL,522,JADAVPUR,GEN,3,DR. SARUP PRASAD GHOSH,BJP,12
Lok Sabha,2014,WEST BENGAL,518,KOLKATA DAKSHIN ,GEN,2,TATHAGATA ROY,BJP,25
Lok Sabha,2014,WEST BENGAL,524,KOLKATA UTTAR,GEN,2,RAHUL (BISWAJIT) SINHA,BJP,26
